#LineNumber;DirectionCode;StopAreaNumber;LastModifiedUtcDateTime;ExistsFromDate
541;2;12481;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
541;2;12589;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;50091;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
541;2;50117;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;50119;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
541;2;51413;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;51416;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;51418;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;51425;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;51426;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;51428;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;51430;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;51432;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;51434;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;51436;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;51442;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;51444;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;51446;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;51448;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;51450;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;51452;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;51454;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;51571;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;51574;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;51576;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;51578;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;51582;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;51586;2013-03-06 00:00:00.000;2013-03-06 00:00:00.000
541;2;51612;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
541;2;55011;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;55015;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
541;2;55017;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
