#LineNumber;DirectionCode;StopAreaNumber;LastModifiedUtcDateTime;ExistsFromDate
1;1;10008;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;1;10012;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;1;10014;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;1;10016;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
1;1;10019;2013-03-29 00:00:00.000;2013-03-29 00:00:00.000
1;1;10024;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
1;1;10026;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;1;10028;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;1;10029;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
1;1;10031;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;1;10034;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;1;10037;2014-05-06 00:00:00.000;2014-05-06 00:00:00.000
1;1;10040;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;1;10045;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;1;10052;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;1;10054;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
1;1;10056;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;1;10058;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;1;10060;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;1;10062;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
1;1;10153;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;1;10155;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;1;10369;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;1;10421;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;1;10449;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;1;10451;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
1;1;10453;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;1;10455;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;1;10462;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;1;10645;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
1;1;10733;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;1;10736;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;2;10008;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;2;10012;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;2;10014;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;2;10016;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
1;2;10019;2013-03-29 00:00:00.000;2013-03-29 00:00:00.000
1;2;10020;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;2;10024;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
1;2;10028;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;2;10029;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
1;2;10031;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;2;10033;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;2;10034;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;2;10037;2014-05-06 00:00:00.000;2014-05-06 00:00:00.000
1;2;10040;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;2;10045;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;2;10052;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;2;10054;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
1;2;10056;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;2;10058;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;2;10060;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;2;10062;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
1;2;10153;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;2;10155;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;2;10369;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;2;10421;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;2;10449;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;2;10451;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
1;2;10453;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;2;10455;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;2;10462;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;2;10645;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
1;2;10733;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
1;2;10736;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;1;10031;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;1;10107;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;1;10110;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;1;10112;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;1;10120;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;1;10122;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;1;10124;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;1;10149;2013-04-15 00:00:00.000;2013-04-15 00:00:00.000
2;1;10151;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;1;10188;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;1;10225;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;1;10226;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;1;10227;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
2;1;10230;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
2;1;10231;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;1;10250;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
2;1;10254;2013-04-15 00:00:00.000;2013-04-15 00:00:00.000
2;1;10255;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
2;1;10256;2013-04-15 00:00:00.000;2013-04-15 00:00:00.000
2;1;10294;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
2;1;10881;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;1;10976;2013-04-15 00:00:00.000;2013-04-15 00:00:00.000
2;2;10031;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;2;10102;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
2;2;10107;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;2;10110;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;2;10112;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;2;10120;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;2;10122;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;2;10124;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;2;10149;2013-04-15 00:00:00.000;2013-04-15 00:00:00.000
2;2;10151;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;2;10188;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;2;10191;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;2;10225;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;2;10226;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;2;10227;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
2;2;10230;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
2;2;10231;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;2;10250;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
2;2;10254;2013-04-15 00:00:00.000;2013-04-15 00:00:00.000
2;2;10255;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
2;2;10256;2013-04-15 00:00:00.000;2013-04-15 00:00:00.000
2;2;10881;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;2;10976;2013-04-15 00:00:00.000;2013-04-15 00:00:00.000
2;2;128;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;2;301;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
2;2;306;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;2;401;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;2;405;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;2;406;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;2;407;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;2;408;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;2;903;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;2;904;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;2;905;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
2;2;955;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;10136;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;10149;2013-04-15 00:00:00.000;2013-04-15 00:00:00.000
3;1;10179;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;10250;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
3;1;10251;2013-04-15 00:00:00.000;2013-04-15 00:00:00.000
3;1;10261;2013-05-07 00:00:00.000;2013-05-07 00:00:00.000
3;1;10357;2014-01-15 00:00:00.000;2014-01-15 00:00:00.000
3;1;10359;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
3;1;10363;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
3;1;10367;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
3;1;10371;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;10373;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;10375;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;10377;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;10379;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
3;1;10381;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;10383;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;10385;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;10387;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;10395;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;10397;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;10401;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;10406;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;10411;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;128;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;129;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;301;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
3;1;306;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;401;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;405;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;406;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;407;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;408;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;409;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;410;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;411;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;413;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;414;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;416;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;418;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;419;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;420;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;421;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;422;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;423;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;424;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;425;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;429;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;433;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;440;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;50800;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;902;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;903;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;904;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;905;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;951;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;952;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;1;955;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;10136;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;10149;2013-04-15 00:00:00.000;2013-04-15 00:00:00.000
3;2;10179;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;10250;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
3;2;10251;2013-04-15 00:00:00.000;2013-04-15 00:00:00.000
3;2;10261;2013-05-07 00:00:00.000;2013-05-07 00:00:00.000
3;2;10346;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;10357;2014-01-15 00:00:00.000;2014-01-15 00:00:00.000
3;2;10359;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
3;2;10363;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
3;2;10367;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
3;2;10369;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;10370;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;10371;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;10373;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;10377;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;10379;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
3;2;10381;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;10383;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;10385;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;10387;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;10395;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;10397;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;10401;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;10406;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;129;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;401;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;409;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;411;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;413;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;414;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;416;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;418;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;419;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;420;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;421;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;422;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;423;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;424;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;425;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;440;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
3;2;50800;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;10040;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;10045;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;10098;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;10136;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;10151;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;10183;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
4;1;10188;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;10191;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;10192;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;10194;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;10198;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;10261;2013-05-07 00:00:00.000;2013-05-07 00:00:00.000
4;1;10363;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
4;1;10367;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
4;1;10369;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;10401;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;10421;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;10627;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;10645;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
4;1;10647;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
4;1;10649;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;10651;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;10655;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
4;1;10657;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
4;1;10661;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;11725;2013-05-07 00:00:00.000;2013-05-07 00:00:00.000
4;1;301;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
4;1;306;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;401;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;402;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;403;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;407;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;408;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;409;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;410;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;411;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;413;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;414;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;418;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;419;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;420;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;421;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;426;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;427;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;428;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;429;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;433;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;70692;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;902;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;903;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;904;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;951;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;952;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;1;955;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;10040;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;10045;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;10098;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;10136;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;10151;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;10183;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
4;2;10188;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;10191;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;10193;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
4;2;10194;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;10198;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;10261;2013-05-07 00:00:00.000;2013-05-07 00:00:00.000
4;2;10363;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
4;2;10367;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
4;2;10369;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;10401;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;10421;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;10627;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;10645;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
4;2;10647;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
4;2;10649;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;10651;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;10655;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
4;2;10658;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;10661;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;11725;2013-05-07 00:00:00.000;2013-05-07 00:00:00.000
4;2;128;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;301;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
4;2;306;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;401;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;402;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;403;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;405;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;406;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;407;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;408;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;409;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;410;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;411;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;413;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;414;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;418;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;419;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;420;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;421;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;426;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;427;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;428;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;429;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;433;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;902;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;903;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;904;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;905;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;951;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;952;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
4;2;955;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
5;1;401;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
5;1;411;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
5;1;426;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
5;1;427;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
5;1;428;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
5;1;430;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
5;1;431;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;135;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;136;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;137;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;138;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;139;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;141;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;142;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;143;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;144;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;145;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;146;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;301;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
7;1;401;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;402;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;403;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;428;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;4301;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
7;1;4303;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;4305;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
7;1;4307;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;4309;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;4311;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;4313;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;4315;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;4317;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;4319;2013-12-19 00:00:00.000;2013-12-19 00:00:00.000
7;1;4320;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;903;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;1;955;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;2;128;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;2;135;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;2;136;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;2;137;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;2;138;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;2;139;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;2;141;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;2;142;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;2;143;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;2;144;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;2;145;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
7;2;146;2012-06-23 00:00:00.000;2012-06-23 00:00:00.000
