#SiteId;SiteName;StopAreaNumber;LastModifiedUtcDateTime;ExistsFromDate
7954;Bordsvägen;16039;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2144;Borgen;60223;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2145;Borgenvägen;60171;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7371;Borgskolan;70040;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8412;Borgvik;80747;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8087;Borgviken;80279;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5243;Borresta;52235;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9774;Boråsvägen;16082;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
3012;Bostäderna;15419;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2098;Bosön;20295;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2097;Bosövägen;20293;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7390;Botkyrka kyrka;70104;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7120;Botkyrkavägen;70376;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6762;Bottna vägskäl;64525;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7633;Bovallsvägen;75928;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6157;Boängsvägen;63041;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
3414;Brahevägen;50150;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7595;Brandalssund;75579;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7594;Brandalssunds skola;75577;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1008205;Brandbergen (Söderbyleden);80123;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8200;Brandbergens centrum;80109;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
