#SiteId;SiteName;StopAreaNumber;LastModifiedUtcDateTime;ExistsFromDate
7086;Byggmästarvägen;70311;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6156;Bygärdet;63039;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6976;Byholma mellersta;63751;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6977;Byholma norra;63753;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6975;Byholma södra;63749;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6423;Byle;65359;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2953;Byle vägskäl;63849;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5850;Byleden;51436;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2362;Bylegård;61154;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4415;Byns gård;41441;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7326;Byrstavägen;75445;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2795;Bystaviken;62709;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7784;Bystavägen;75286;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8637;Byviken;81267;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8573;Byviksvägen;81439;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4663;Byvägen;40169;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7514;Byvägen;75336;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1583;Byälvsvägen;13007;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
3327;Bågvägen;15899;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9710;Bålsta;6101;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9710;Bålsta;68139;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5299;Bålsta (Gottröra);68703;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9795;Båstadsvägen;16120;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5430;Båtbyggartorp;51024;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5624;Båthamnen;51304;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4344;Båthamnsvägen;41285;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9979;Båthamnsvägen;67135;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1697;Båtholmsbacken;13482;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4211;Båtsmannen;41077;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2088;Båtsmansvägen;20163;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5511;Båtsmansvägen;50774;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2604;Båtstorp;62413;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1952;Bäckahagens skola;13083;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1952;Bäckahagens skola;17803;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4608;Bäckalidsvägen;80988;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9856;Bäckaskiftsvägen;16199;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7068;Bäckdalsvägen;70591;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8548;Bäckvägen;81475;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7353;Bägarvägen;70704;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5717;Bälby;54871;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5289;Bälinge;51137;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9627;Bällsta;6851;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9627;Bällsta;17430;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9627;Bällsta;60155;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
3680;Bällsta bro;12109;2012-11-15 14:14:03.167;2012-11-16 00:00:00.000
3680;Bällsta bro;4541;2012-11-15 14:14:03.167;2012-11-16 00:00:00.000
2413;Bällstaberg;62267;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
3670;Bällstavägen;12165;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
3670;Bällstavägen;12263;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1007780;Bärvägen;75743;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8002;Bäverbäcken;80213;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1945;Bäverdammsgränd;13137;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4216;Böle mosse;41083;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
3066;Cafévägen;15335;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6019;Campus Roslagen;64146;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7557;Campus Telge;75162;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5096;Cargo City;57340;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7648;Carin Bååts gata;75930;2012-06-21 09:13:39.070;2012-06-23 00:00:00.000
5346;Carlslund;50674;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5336;Carlslunds servicehus;56416;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5890;Castorvägen;55184;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2236;Catalinavägen;61743;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2425;Cedersdal;66503;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2414;Cedersdalsvägen;62984;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5374;Cedersnäsvägen;50938;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8289;Cementvägen västra;84027;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8294;Cementvägen östra;84019;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1002;Centralen;1051;2014-06-27 14:03:39.103;2014-06-28 00:00:00.000
1002;Centralen;5011;2014-06-27 14:03:39.103;2014-06-28 00:00:00.000
1002;Centralen;5901;2014-06-27 14:03:39.103;2014-06-28 00:00:00.000
1002;Centralen;10289;2014-06-27 14:03:39.103;2014-06-28 00:00:00.000
1002;Centralen;10537;2014-06-27 14:03:39.103;2014-06-28 00:00:00.000
1002;Centralen;80055;2014-06-27 14:03:39.103;2014-06-28 00:00:00.000
1002;Centralen;10910;2014-06-27 14:03:39.103;2014-06-28 00:00:00.000
1002;Centralen;5300;2014-06-27 14:03:39.103;2014-06-28 00:00:00.000
1002;Centralen;8014;2014-06-27 14:03:39.103;2014-06-28 00:00:00.000
5016;Centralgatan;57435;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4108;Centralplan;40283;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5239;Centralskolan;52271;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5501;Centralvägen;56408;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7023;Centralvägen;70583;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7641;Centralvägen;75092;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9247;Centralvägen;21121;2013-08-28 10:03:32.267;2013-08-29 00:00:00.000
9247;Centralvägen;23500;2013-08-28 10:03:32.267;2013-08-29 00:00:00.000
7510;Centrifugen;75725;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
3999;Centrumslingan;15344;2012-09-26 11:32:01.423;2012-09-27 00:00:00.000
3999;Centrumslingan;15368;2012-09-26 11:32:01.423;2012-09-27 00:00:00.000
3741;Cervins väg;12330;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4306;Charlottendal;42276;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7568;Chassieporten;75382;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8916;Cigarrvägen;13956;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7957;Cirkelvägen;16045;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9002;Cityterminalen;1051;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9002;Cityterminalen;5011;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9002;Cityterminalen;5901;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9002;Cityterminalen;10289;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9002;Cityterminalen;10537;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9002;Cityterminalen;80055;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9002;Cityterminalen;10910;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9002;Cityterminalen;5300;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1007;Cityterminalen (på Kungsbron);10019;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2034;Constantiavägen;20911;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1001189;Cosmonova;10511;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5458;Curmans väg;51684;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4029;Cylindervägen;40131;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5882;Dackevägen;51699;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8296;Dagab;80963;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9852;Daghemmet;16158;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1053;Dalagatan;10183;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1053;Dalagatan;10278;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1008400;Dalarö (Hotellbryggan);80722;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1008400;Dalarö (Hotellbryggan);209;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
213;Dalarö Skans;213;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8401;Dalarö torg;80719;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1804;Dalbobranten;13617;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5254;Dalen;51067;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5008;Daléns gata;57096;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1850;Dalens sjukhus;13551;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
3658;Dalgången;12207;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1573;Dalgårdsvägen;80157;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8375;Dalhems gård;81207;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4447;Dalhugget;41357;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4131;Dalkarlsvägen;40331;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7063;Dalkarlsvägen;70587;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7317;Dalsta;75443;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4658;Dalstigen;40391;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
3834;Daltorpsvägen;50087;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6997;Dalviken;63789;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
3454;Dalvägen;50350;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2058;Dalängen;20651;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4515;Dalängsvägen;41721;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2663;Dammbro;62121;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7766;Dammen;75324;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
3028;Dammtorp;15427;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4623;Dammtorp;40027;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5547;Dammvägen;52624;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2162;Danarövägen;60705;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2125;Danderyds gymnasium;60637;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2120;Danderyds kyrka;60170;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9201;Danderyds sjukhus;2251;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9201;Danderyds sjukhus;50366;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2166;Danderydsberg;60107;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2141;Danderydsvallen;60173;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7824;Dansutvägen;75777;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1441;Danviken;10605;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1443;Danvikshem;10609;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1444;Danvikshemsvägen;10985;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1440;Danviksklippan;10596;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1462;Danvikstull;10593;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6438;Darsgärde norra;64156;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6437;Darsgärde södra;64154;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5815;Datavägen;55646;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1036;David Bagares gata;10163;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7897;Davidsgatan;75863;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1572;De gamlas väg;80159;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6413;Degarö vägskäl;65311;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7002;Diagnosvägen;70182;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7116;Diagonalvägen;70821;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1919;Diakongränd;13621;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7115;Dialoggatan;70823;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6010;Diamantgatan;65027;2013-11-15 16:06:16.480;2013-12-15 00:00:00.000
4448;Didriksdal;41355;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6988;Digrudan;63775;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2264;Dijkmans väg;61511;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7660;Djupdal;75340;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5470;Djupdalsvägen;52342;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6969;Djupmyran;63737;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8416;Djupviksvägen;80735;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7066;Djupåsvägen;70264;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1100;Djurgårdsbron;10211;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1100;Djurgårdsbron;10224;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1100;Djurgårdsbron;4309;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1417;Djurgårdsbrunn;11039;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1403;Djurgårdsskolan;10312;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1403;Djurgårdsskolan;4317;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8227;Djurgårdsvägen;80101;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2111;Djursholms centrum;60616;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9635;Djursholms Ekeby;7171;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9635;Djursholms Ekeby;60236;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9635;Djursholms Ekeby;60633;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9635;Djursholms Ekeby;17414;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2101;Djursholms Sveavägen;60613;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2100;Djursholms torg;50379;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9637;Djursholms Ösby;6651;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9637;Djursholms Ösby;50371;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9637;Djursholms Ösby;17410;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1592;Djursjukhuset;13097;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8784;Djursnäs vägskäl;81233;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7733;Djurstabergs vägskäl;75268;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4419;Djurö gamla prästgård;41447;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4412;Djurö kyrka;41435;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4413;Djurö skola;41437;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4411;Djurö södra;41433;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4405;Djuröbron;41403;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4425;Djurögaraget;41457;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4404;Djurönäset;41489;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6585;Djärv;64855;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6580;Djärvs vägskäl;64870;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1003671;Doktor Abrahams väg;12163;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5107;Doktorsgården;52132;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7920;Domarvägen;70953;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4336;Domgärdesvägen;41199;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5606;Domkraftsvägen;54431;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
3733;Domnarvsgatan;12252;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6919;Donet;64546;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4675;Doppingvägen;40126;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
3671;Dr Abrahams väg;12163;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1663;Dr Widerströms gata;13851;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1663;Dr Widerströms gata;14074;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5386;Drabantvägen;56015;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5781;Drabantvägen;51635;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
184;Dragedet;184;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5691;Draget;68131;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6758;Dragontorp;64515;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5020;Dragonvägen;51251;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5822;Dragspelsvägen;51835;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6702;Dragsviken;63667;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2248;Drakskeppsvägen;61734;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5623;Drakudden;51405;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5097;Driftvägen;57405;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1716;Drivhjulsvägen;14032;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5552;Drotsvägen;52632;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6755;Drottningdal;64523;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4013;Drottninghamnsvägen;40205;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
3020;Drottningholm;15307;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7749;Drottningkälla;75887;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2065;Drottningvägen;20761;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2979;Dröjbacken;65243;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9324;Duvbo;3441;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9324;Duvbo;17304;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
3525;Duvbo torg;50244;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9969;Duvholmsgränd;16260;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
3521;Duvkullavägen;12537;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
509;Duvnäs;509;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4024;Duvnäs skola;40233;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4022;Duvnäs tennisplan;40237;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7292;Dymmelkärrsvägen;72396;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2947;Dyvik;63343;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8453;Dyvik;81029;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2682;Dyvik södra;62019;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2683;Dyviks bruk;62021;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2940;Dyviks vägskäl;63859;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2684;Dyviksbacken;62023;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8772;Dyviksvägen;81369;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
3792;Dyvingegränd;51500;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8297;Dåntorpsvägen;80951;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8326;Dåntorpsvägen västra;84143;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5794;Däckelvägen;51598;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1034;Döbelnsgatan;10159;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5464;Ebba Brahes väg;50550;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7180;Ebbadal;70145;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8160;Edboskolan;80509;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2118;Eddavägen;60627;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5351;Eddavägen;51275;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6850;Edebo kyrka;63973;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6846;Edebo prästgård;63971;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6847;Edebo-Hammarby;64115;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5130;Edeby;68407;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6956;Edeby norra;63711;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6952;Edeby södra;63703;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6953;Edeby torg;63705;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1427;Edelstams väg;11041;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
257;Edesön;257;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
428;Edholma;428;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8068;Edinsborg;80249;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4002;Edinsvägen;40183;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4009;Edinsvägen övre;40821;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
403;Edlunda;403;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5429;Eds kyrka;51019;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5517;Edsbacka;52340;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9945;Edsberg;52707;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5502;Edsbergs centrum;52348;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5504;Edsbergs sportfält;52346;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5518;Edsbergsskolan;52344;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6824;Edsbro centrum;63993;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6823;Edsbro kyrka;63931;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6825;Edsbro norra;63933;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5426;Edsby slott;51020;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4584;Edslösa;41673;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1906;Edsvallabacken;13709;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5516;Edsvik;50506;2012-08-06 16:07:56.190;2012-08-20 00:00:00.000
5425;Edsvägen;50993;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5526;Edsängen;50780;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1656;Edvard Swartz plan;70698;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
821;Edö;821;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1940;Edö servicehus;13312;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
822;Edö ö;822;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5679;Effektvägen;54385;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7872;Egelsvik;75609;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7098;Ejdervägen;70068;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5273;Ekavägen;51099;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2143;Ekbacken;60225;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2921;Ekbacken;63867;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
3332;Ekbacken;15877;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
3520;Ekbacken;50067;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4522;Ekbacken;41565;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6212;Ekbacken;63437;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7463;Ekbacken;75128;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8434;Ekbacken;80689;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8747;Ekbacken;81177;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9928;Ekbackens äldreboende;51847;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
3606;Ekbacksvägen;12037;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
9997;Ekbacksvägen;67133;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4235;Ekberga;41117;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6457;Ekdalen;64915;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8373;Ekdalen;81171;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
4576;Eke;41661;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5174;Eke;57511;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
6753;Eke;65205;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
3206;Ekeberga;15713;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
1917;Ekebergabacken;13663;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2650;Ekebo;62101;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
5339;Ekebovägen;50668;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
8671;Ekeby;81127;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
7705;Ekeby (Lillängsvägen);75711;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
2123;Ekeby gård;60635;2012-03-26 23:55:32.900;2012-06-23 00:00:00.000
